request_number,timestamp,latency_ms,success,prediction,error
74,2025-11-11T10:05:49.585501,58.03,True,FAKE,
75,2025-11-11T10:05:49.629331,43.77,True,FAKE,
76,2025-11-11T10:05:49.676212,46.82,True,FAKE,
77,2025-11-11T10:05:49.725295,49.01,True,FAKE,
78,2025-11-11T10:05:49.773537,48.14,True,FAKE,
79,2025-11-11T10:05:49.826443,52.80,True,FAKE,
80,2025-11-11T10:05:49.874254,47.63,True,FAKE,
81,2025-11-11T10:05:49.922538,48.02,True,FAKE,
82,2025-11-11T10:05:49.972113,49.37,True,FAKE,
83,2025-11-11T10:05:50.019747,47.43,True,FAKE,
84,2025-11-11T10:05:50.069964,50.01,True,FAKE,
85,2025-11-11T10:05:50.122196,52.11,True,FAKE,
86,2025-11-11T10:05:50.177535,55.26,True,FAKE,
87,2025-11-11T10:05:50.230776,53.16,True,FAKE,
88,2025-11-11T10:05:50.292241,61.36,True,FAKE,
89,2025-11-11T10:05:50.356787,64.44,True,FAKE,
90,2025-11-11T10:05:50.405868,48.98,True,FAKE,
91,2025-11-11T10:05:50.455792,49.76,True,FAKE,
92,2025-11-11T10:05:50.500450,44.49,True,FAKE,
93,2025-11-11T10:05:50.550877,50.21,True,FAKE,
94,2025-11-11T10:05:50.600769,49.52,True,FAKE,
95,2025-11-11T10:05:50.657212,56.04,True,FAKE,
96,2025-11-11T10:05:50.708740,51.27,True,FAKE,
97,2025-11-11T10:05:50.759053,50.14,True,FAKE,
98,2025-11-11T10:05:50.810570,51.36,True,FAKE,
99,2025-11-11T10:05:50.859214,48.50,True,FAKE,
100,2025-11-11T10:05:50.909373,50.09,True,FAKE,
